segclass,funclass,x,y
M,M,6285594.634,1843973.439
4,2,6306206.757,1986616.148
Z,7,6342335.945,1886830.937
Z,7,6400446.846,1878361.875
7,7,6265748.851,1984201.92
Z,7,6342172.214,1886660.209
Z,7,6341993.197,1886759.796
Z,7,6342520.956,1886932.349
Z,7,6342423.02,1886633.048
M,M,6285406.175,1844194.079
M,M,6285595.933,1843870.327
P,P,6297420.0,1843710.0
5,L,6285232.088,1844659.53
M,M,6291123.689,1905067.255
3,D,6474824.458,1877322.173
3,D,6474790.498,1877054.981
Z,7,6341405.399,1884250.495
4,C,6343144.065,1885052.565
Z,7,6342156.15,1886945.612
M,M,6254595.043,1836278.996
3,D,6474895.945,1877888.058
P,P,6297400.494,1843592.01
5,L,6294727.041,1842949.305
M,M,6254927.854,1836698.0
M,M,6254818.503,1836625.998
M,M,6292306.35,1905894.91
M,M,6290601.163,1905864.797
M,M,6290146.582,1906015.305
M,M,6290077.848,1905044.519
M,M,6269978.111,1835010.209
Z,7,6340753.095,1884168.765
Z,7,6340543.812,1884231.366
Z,7,6341340.408,1885189.74
M,M,6272487.186,1848884.673
M,M,6271826.448,1849218.092
M,M,6267688.001,1849442.054
5,L,6267286.015,1848904.071
Z,7,6262402.687,1983586.223
P,P,6297032.0,1843599.005
M,M,6261164.23,1833481.737
M,M,6261549.996,1832385.5
M,M,6261518.503,1832306.923
M,M,6261183.229,1832358.876
M,M,6261516.5,1831867.999
9,R,6302075.683,1931356.514
Z,7,6301982.939,1930927.371
5,L,6326240.995,1857160.005
Z,7,6341915.008,1816344.684
P,P,6297124.001,1843720.5
P,P,6297308.134,1843715.02
P,P,6298103.437,1842759.647
Z,7,6301883.312,1930980.462
Z,7,6301922.107,1930959.818
Z,7,6301957.077,1930941.12
Z,7,6302057.779,1930908.546
Z,7,6302027.321,1930911.171
Z,7,6302006.015,1930916.726
Z,7,6260068.519,1915991.452
Z,7,6306716.85,1853841.019
M,M,6261288.236,1834424.502
M,M,6262271.07,1832349.268
M,M,6262116.773,1831764.493
Z,7,6310135.536,1944238.882
Z,7,6341795.642,1816088.037
M,M,6261942.634,1831120.507
M,M,6261858.331,1830926.94
M,M,6262773.749,1830428.535
5,L,6262295.999,1983412.445
5,L,6262477.034,1983838.366
M,M,6256771.182,1824468.745
5,U,6436129.426,2073565.404
M,M,6212860.517,2021153.433
Z,7,6260119.444,1902184.265
Z,7,6311176.031,1839283.311
M,M,6290673.992,1830772.5
M,M,6290605.004,1830978.453
M,M,6290348.999,1830774.499
Z,7,6254479.944,1896730.66
5,9,6439236.82,2069431.677
5,9,6441445.285,2067508.798
Z,7,6253675.918,1896418.403
M,M,6257211.824,1831231.526
Z,7,6253499.004,1896375.972
Z,7,6253705.071,1896229.661
Z,7,6259076.665,1902311.546
5,L,6257004.149,1910651.901
5,L,6256706.043,1910267.648
5,L,6256562.669,1910246.52
M,M,6290996.96,1830773.435
M,M,6290628.23,1830668.729
M,M,6291125.234,1830313.677
M,M,6291051.331,1830280.723
M,M,6291202.491,1830201.512
2,6,6325551.681,1979996.582
3,D,6474860.816,1877610.161
5,L,6256680.122,1910451.403
5,L,6256725.062,1910119.739
M,M,6290734.731,1830077.412
M,M,6290320.602,1830568.335
M,M,6290851.137,1830399.832
M,M,6290962.996,1830548.006
M,M,6269308.986,1839803.715
5,L,6257082.858,1910471.012
5,L,6241648.076,2005688.763
5,L,6241664.462,2005638.614
6,U,6364713.506,1951675.841
6,U,6374886.385,1941009.752
3,4,6159039.71,2101452.688
3,D,6239421.13,1968682.528
W,W,6350254.526,1848896.212
Z,7,6246676.627,1981696.271
5,L,6246285.044,1983279.72
5,L,6246336.206,1968302.357
Z,7,6311367.651,1934475.825
5,L,6239214.094,1968691.402
3,D,6239350.895,1968645.802
W,W,6475518.269,1883708.329
5,L,6239110.18,1968615.545
P,P,6238234.37,1991524.368
Z,7,6307822.462,1982838.399
P,P,6238967.492,1992050.029
5,L,6245990.08,1967953.412
M,M,6175613.774,2115731.315
M,M,6160671.349,2110593.23
M,M,6170363.037,2113074.592
W,W,6265649.027,1925545.012
W,W,6323649.622,1790038.591
7,7,6252491.034,1923887.461
7,7,6252720.546,1923843.669
7,7,6252602.658,1923831.832
7,7,6252702.517,1923719.617
7,7,6252647.618,1923567.128
7,7,6252660.134,1923389.742
W,W,6246280.333,1968304.455
5,L,6296731.775,1917100.018
5,L,6296872.122,1916838.896
M,M,6256475.027,1832460.856
5,L,6321507.459,1978641.735
5,L,6233110.67,1986735.835
Z,U,6371290.774,1937414.475
Z,7,6240665.527,1980755.027
Z,7,6235372.635,1981167.546
5,L,6336649.348,1894285.864
5,L,6250205.738,1962578.757
5,L,6250181.952,1962642.474
7,7,6258514.173,2018237.259
5,L,6256811.953,1910750.962
5,L,6258339.389,2017978.336
5,L,6250232.702,1962615.187
5,L,6276073.903,2013993.019
5,L,6256832.994,1910506.072
5,L,6308073.288,1982308.726
7,7,6252702.406,1923211.524
Z,7,6314518.398,1785097.937
5,L,6253008.379,1985605.364
5,L,6253714.418,1986187.153
P,P,6289847.487,1846185.801
P,P,6289852.014,1845805.918
P,P,6289844.015,1845565.948
P,P,6289833.004,1845013.995
P,P,6289828.509,1844712.968
5,L,6252619.743,1973216.122
5,L,6241564.315,1982510.074
5,L,6240902.592,2006080.332
W,W,6303775.871,1790378.009
2,6,6213692.514,2021718.977
5,L,6240497.261,2006940.224
5,L,6237958.902,1985679.679
Z,7,6321920.61,1979534.316
Z,7,6351654.046,1800779.452
5,L,6234164.504,2031660.082
5,L,6250862.646,1875303.872
M,M,6298841.837,1894418.165
9,R,6301119.915,1858644.47
2,6,6231320.455,1990876.236
5,L,6238505.507,1988457.158
Z,7,6284398.181,1956192.451
Z,7,6284382.506,1955953.12
Z,7,6241167.24,2037612.941
5,L,6237825.864,2026064.039
5,L,6291533.005,1844757.994
W,W,6304454.379,1790018.267
P,P,6394964.26,1945264.92
M,M,6296160.73,1891844.106
5,L,6294567.931,1867336.147
5,L,6260440.094,1970941.402
5,L,6254057.838,1990888.214
5,L,6256739.096,1911357.256
Z,7,6283042.44,2069327.08
5,L,6260149.392,1971701.365
P,P,6292333.977,1846005.492
Z,7,6359485.86,1950058.828
3,S,6292292.491,1830003.105
M,M,6291633.433,1830650.154
5,L,6257044.408,1910248.825
Z,7,6246478.725,1982688.213
5,L,6247761.409,1879312.067
P,P,6272697.422,1854687.17
Z,7,6349351.669,1850519.19
5,L,6248496.438,1986715.932
4,2,6244150.746,2094346.654
4,5,6250781.153,2092646.982
5,L,6260558.906,1969250.242
5,L,6243466.311,2026670.757
Z,7,6257354.531,1971956.198
4,C,6264057.159,1975057.19
5,L,6298406.579,1874742.791
P,P,6292462.014,1845714.953
5,L,6265592.552,2080813.799
5,L,6278340.499,1983352.397
5,L,6324277.0,1840732.0
4,C,6160834.102,2082553.494
4,C,6321572.069,1828713.692
Z,U,6336875.994,2039402.526
Z,U,6415689.925,1810666.754
Z,U,6333099.725,1962867.784
Z,U,6388695.462,1837028.389
5,L,6382088.67,1937049.675
W,W,6397510.404,1878604.482
W,W,6350132.408,1971888.109
W,W,6398124.766,1878901.875
W,W,6375851.756,1881346.832
Z,7,6386937.014,1864162.544
5,L,6261021.511,1975675.572
5,L,6258341.009,1876364.031
5,L,6253602.855,1983382.054
5,L,6253280.343,1984835.876
5,L,6253709.743,1984188.404
5,L,6260830.754,1973498.931
5,L,6254649.428,1991961.438
5,L,6255074.154,1991416.967
Z,7,6351830.409,1801355.168
4,C,6263269.315,1976556.498
5,L,6262716.0,1976135.643
P,P,6240444.176,1991157.321
5,L,6289896.104,2093593.878
5,L,6290270.141,2092718.447
5,L,6259858.463,1985759.431
5,L,6223115.95,2010856.05
Z,7,6259337.998,1986189.503
5,L,6242898.538,2004168.999
Z,7,6260415.971,1985801.027
5,L,6280941.781,2083362.785
5,L,6280369.524,2084694.55
5,L,6279659.997,2085743.003
5,L,6259064.554,1985401.679
5,L,6252006.616,1978842.295
Z,7,6480052.561,2022356.998
5,L,6462067.774,1969541.543
5,L,6263765.82,1870140.198
5,L,6264302.202,1870028.281
5,L,6264258.985,1871375.087
5,L,6265749.815,1874547.741
5,L,6270457.312,1868740.951
5,L,6263956.434,1870954.487
5,L,6460881.761,1970107.122
5,L,6236587.878,2007783.161
5,L,6236351.465,1981547.634
5,L,6239156.024,1996997.038
5,L,6255683.837,1971962.167
5,L,6306067.244,1821520.342
M,M,6167310.644,2111229.644
M,M,6251238.28,2077894.883
P,P,6226755.395,2009303.254
7,7,6250138.784,1976057.997
M,M,6184590.108,2084981.457
M,M,6175881.394,2089320.561
M,M,6176589.268,2088911.345
M,M,6177100.455,2088616.026
W,W,6263987.666,1979534.876
5,L,6266001.319,1942358.234
5,L,6264694.75,1974137.587
5,L,6348644.36,1883252.542
Z,7,6234219.538,1984565.478
5,L,6264741.41,1869738.346
5,L,6335062.528,2073677.591
5,U,6424815.65,1927940.704
M,M,6206992.434,2069539.271
M,M,6295100.794,1828926.384
M,M,6291136.788,1830004.2
Z,7,6243625.497,1999066.718
4,C,6264290.672,1974129.042
Z,P,6261384.99,2078725.995
5,L,6379063.196,1805831.666
5,L,6259241.981,1971619.415
Z,7,6246510.259,1981492.836
M,M,6250341.241,2077260.237
Z,7,6246288.21,1981599.615
5,L,6241330.073,2007815.279
7,7,6309726.045,2011952.618
M,M,6291954.307,1829768.279
5,L,6263209.181,1976861.762
4,C,6263865.643,1975912.888
Z,7,6244770.835,1981844.412
4,5,6283513.391,2077885.616
5,L,6260146.855,1972080.999
Z,7,6259363.497,1984693.029
P,P,6279603.382,1850539.309
5,L,6259873.148,1858298.156
5,L,6259426.824,1859251.303
9,R,6231389.668,1990756.864
5,L,6241660.886,1981139.219
5,L,6240676.454,1980959.724
M,M,6207458.184,2070183.155
5,L,6450831.053,1993835.292
5,L,6314058.446,1830939.668
Z,7,6257505.445,1972298.217
Z,7,6257571.82,1972085.116
2,6,6256508.427,1970172.406
5,L,6407557.622,2063726.414
5,L,6275075.872,1850198.435
5,L,6243574.857,1998755.72
5,L,6540455.003,1842120.182
5,L,6284161.131,2007262.332
5,L,6263881.071,1981379.624
5,L,6240859.0,1981540.987
P,P,6245727.341,2000033.407
5,L,6253603.108,1988277.608
Z,7,6259013.905,1982324.01
5,L,6260637.822,1968249.959
5,U,6545587.758,1854056.449
5,L,6264031.922,1979517.138
5,L,6232338.95,2010592.506
5,L,6239425.606,1986656.661
5,L,6239719.613,1986652.687
Z,7,6282152.349,2006296.673
5,L,6258363.677,1898245.135
W,W,6326415.348,1824490.225
5,L,6267770.924,1995562.382
Z,7,6247360.269,1980605.237
5,L,6418599.947,2072572.717
P,P,6240519.369,1990740.918
Z,7,6220591.707,2011950.805
5,L,6259462.223,1967917.268
5,L,6267768.272,1995272.281
5,L,6267317.015,1995834.92
3,S,6259810.272,1989170.799
M,M,6184591.023,2083453.06
Z,7,6233699.026,1985282.342
M,M,6185323.151,2083280.398
5,L,6243387.264,1998409.516
5,L,6538504.583,1845267.347
5,L,6265046.694,1989579.415
Z,7,6370452.044,1921460.617
7,7,6371182.873,1920730.796
7,7,6374079.062,1919220.773
M,M,6208348.859,2036334.653
5,L,6275537.583,1923242.585
5,L,6275534.52,1923440.561
W,W,6275507.761,1922335.515
Z,7,6374117.246,1919311.12
Z,7,6374181.231,1918025.761
M,M,6193176.464,2055696.949
Z,7,6257423.99,2031534.0
4,C,6324126.938,1887085.363
5,U,6411449.998,1932245.688
6,U,6396829.895,1925120.207
Z,U,6454308.123,1920568.457
M,M,6154673.799,2086348.687
M,M,6156885.153,2087806.856
5,L,6230919.883,2003522.294
5,L,6343213.0,1844949.225
5,L,6319811.959,1894544.656
Z,7,6398423.747,1892065.921
5,L,6341640.806,1845155.833
5,L,6343045.897,1844955.983
P,P,6295460.923,1828752.909
P,P,6295531.098,1828784.328
P,P,6295485.829,1828781.804
5,L,6520680.632,2039541.308
7,7,6357012.634,1934249.669
M,M,6220257.029,2058628.007
5,L,6341959.272,1845059.861
5,L,6341807.866,1844874.225
5,L,6342392.303,1844936.182
Z,7,6334937.903,1915580.789
P,P,6308361.01,1834718.972
P,P,6293810.415,1839711.915
P,P,6307654.499,1839764.965
Z,7,6368805.542,1919254.15
P,P,6307047.165,1839894.669
P,P,6296772.381,1829149.117
5,L,6302537.966,1842672.469
P,P,6296740.802,1829138.849
P,P,6296705.052,1829126.764
P,P,6290476.503,1838419.999
P,P,6293032.5,1833653.001
Z,7,6374354.006,1919753.824
5,L,6327119.234,1990691.228
5,L,6327424.748,1989286.572
3,4,6320811.69,1997060.317
P,P,6302462.963,1783930.11
M,M,6212355.962,2021586.178
M,M,6215299.085,2025794.366
5,L,6501003.1,1902037.606
5,L,6499312.049,1907692.902
5,L,6503325.297,1899296.078
Z,7,6279634.217,2077813.33
Z,7,6294274.71,2084086.598
5,L,6500754.463,1904242.551
5,L,6501675.834,1899641.072
6,U,6508624.889,1891417.54
6,U,6506480.835,1888314.69
5,L,6370294.612,2061456.467
Z,7,6279271.31,1963076.913
5,L,6581714.233,1896721.764
5,L,6554270.008,1854840.781
Z,7,6281005.359,1961226.098
7,7,6500566.19,1901312.424
Z,7,6441613.684,1889760.364
5,L,6476527.366,1829166.822
M,M,6158709.234,2086722.684
P,P,6273749.12,1852775.66
5,L,6551678.248,1858594.835
Z,U,6441073.925,1892034.093
5,L,6314826.179,1913766.944
P,P,6294309.937,1948999.616
4,5,6319588.322,1985873.573
P,P,6272789.117,1854832.661
5,L,6391609.093,1862384.067
5,L,6538034.467,2019945.222
P,P,6273868.947,1852940.254
P,P,6275719.183,1853673.361
P,P,6274715.759,1852300.172
5,L,6262495.274,1842088.348
P,P,6274235.951,1853754.87
5,L,6288107.495,1842876.942
5,L,6289593.926,1842702.578
5,L,6319271.679,1999646.477
5,L,6319544.788,1999448.179
M,M,6216755.543,2024927.399
P,P,6277268.248,1855259.21
P,P,6283584.211,1857080.37
5,L,6391241.365,2072692.73
5,L,6325207.098,2019718.605
P,P,6258194.146,1914647.865
P,P,6252705.151,1851714.392
P,P,6299888.986,1895264.685
Z,7,6343299.306,2034146.424
Z,7,6274026.204,1861633.911
5,L,6500797.622,1903085.682
P,P,6293364.521,1847440.907
2,6,6578406.249,1885525.119
5,L,6598209.189,1874611.021
5,L,6437706.825,2050986.499
P,P,6293033.84,1889728.512
5,L,6340759.563,1890872.855
P,P,6297947.507,1894646.767
P,P,6300126.777,1896564.994
Z,7,6294759.926,1953936.697
2,6,6574197.151,1897422.598
2,6,6582118.824,1883431.69
2,6,6605686.018,1868020.692
P,P,6299345.509,1894407.878
Z,7,6346729.294,2061331.419
2,6,6574049.894,1894987.046
P,P,6299596.946,1895270.99
Z,7,6331631.14,2065922.283
5,U,6332252.75,2067168.025
5,U,6273615.011,2021259.316
P,P,6247334.572,1878418.766
P,P,6247753.798,1877315.715
P,P,6252625.986,1850049.466
7,7,6606652.967,1978710.499
M,M,6204323.636,2108095.928
M,M,6209747.014,2105411.559
M,M,6211234.779,2103490.683
5,L,6423627.27,1840612.381
P,P,6291556.13,1890455.09
P,P,6262518.029,1873202.889
5,L,6256479.099,1839281.846
5,L,6495403.637,1839954.672
P,P,6256818.541,1894195.938
P,P,6261330.642,1876156.91
P,P,6261377.385,1876141.597
P,P,6260499.149,1875955.402
P,P,6270435.94,1868580.874
5,L,6341198.018,2089980.298
5,L,6348352.236,2082479.414
P,P,6295451.995,1844451.0
P,P,6262213.488,1873041.547
P,P,6262257.963,1872857.156
P,P,6274432.498,1865081.911
P,P,6274456.512,1866008.922
P,P,6274303.146,1865801.568
5,L,6323007.68,1811723.048
5,L,6359948.563,2085519.782
P,P,6285592.01,1868791.0
P,P,6285873.006,1868790.0
P,P,6295137.842,1848302.953
P,P,6295594.538,1848170.846
P,P,6297046.925,1847971.478
P,P,6296924.412,1847816.723
Z,U,6271320.807,1976142.44
P,P,6293743.89,1847129.995
P,P,6295116.991,1843697.99
P,P,6476602.254,1880746.144
P,P,6291923.0,1848277.0
P,P,6293489.968,1847128.001
P,P,6293239.978,1846750.0
M,M,6170784.876,2094743.275
M,M,6159800.493,2087725.012
7,7,6292030.604,1997503.157
P,P,6299860.236,1857296.019
Z,7,6284004.84,1957729.723
5,L,6439462.796,2052848.556
P,P,6292231.887,1856526.384
P,P,6297244.578,1848167.63
P,P,6297334.795,1847421.379
5,L,6423422.606,2062495.334
5,L,6363345.994,1953160.025
P,P,6317873.686,1783688.183
P,P,6302739.997,1795929.494
P,P,6298015.998,1848860.497
P,P,6298206.527,1848879.514
P,P,6298111.516,1848844.992
P,P,6311215.5,1777156.016
M,M,6214400.765,2026147.498
M,M,6212322.567,2023247.509
M,M,6217290.88,2030643.881
5,L,6319562.882,1990038.216
P,P,6274784.936,1864774.592
Z,7,6311179.608,2051827.894
5,L,6476372.443,1881456.314
5,L,6476503.829,1881332.262
Z,U,6552186.946,2062334.296
P,P,6455396.784,1890635.132
M,M,6213948.784,2026752.477
M,M,6214652.013,2026136.583
M,M,6209593.745,2028335.742
M,M,6217397.936,2030305.454
Z,7,6261805.387,2101678.81
M,M,6208739.517,2037195.644
M,M,6207356.513,2036634.957
M,M,6207643.987,2036598.128
M,M,6207788.708,2037223.252
M,M,6208526.332,2037453.344
M,M,6208519.712,2036968.989
5,L,6509765.551,1992575.965
5,L,6384584.001,1895864.027
5,L,6354308.68,1859596.018
P,P,6331051.775,1783772.859
P,P,6331270.588,1783417.211
P,P,6330170.103,1783581.81
P,P,6330829.443,1783428.963
P,P,6331507.753,1784538.527
M,M,6162340.796,2100095.668
P,P,6319200.504,1777878.448
P,P,6318929.994,1778146.011
P,P,6318932.497,1778404.002
M,M,6161754.866,2100030.598
M,M,6235395.665,2072154.187
M,M,6213993.437,2024231.073
M,M,6215096.248,2023979.507
6,U,6328897.381,1844528.588
5,L,6385448.319,2080857.339
5,L,6545637.951,1926158.793
P,P,6274318.847,1864330.318
P,P,6285952.501,1868471.0
M,M,6203118.462,2042989.722
5,L,6451238.055,1972277.446
5,L,6442950.666,2063030.987
6,U,6539332.929,1876145.929
7,7,6538009.138,1880481.558
Z,7,6303919.218,1940633.571
M,M,6235127.326,2071223.644
Z,7,6296289.765,1865262.255
5,U,6508954.995,1895015.453
M,M,6212048.468,2024503.057
M,M,6228123.413,2061155.529
M,M,6211868.581,2025565.958
M,M,6208995.827,2027687.346
M,M,6227756.933,2060641.293
M,M,6227115.371,2061089.264
M,M,6227765.995,2060944.0
M,M,6227471.516,2060796.853
M,M,6230372.877,2059053.329
5,L,6343214.002,1844620.002
5,L,6341877.21,1845202.634
5,L,6341909.376,1844701.295
5,L,6342333.636,1845679.582
5,L,6342506.289,1844841.336
Z,7,6279586.675,2078283.144
Z,7,6338982.064,2021769.335
Z,7,6338985.996,2021966.683
Z,7,6257031.464,1904719.071
M,M,6216982.881,2098675.997
M,M,6227694.0,2061104.0
5,L,6499532.818,1857852.337
M,M,6224225.654,2052060.401
5,L,6393182.451,1801652.384
3,4,6422133.564,1860584.324
5,L,6423449.091,1859984.778
Z,7,6296731.066,2012726.876
Z,U,6384769.956,2081717.199
Z,7,6302395.896,2002431.533
Z,7,6352725.945,1950913.175
Z,U,6381598.428,2087431.719
5,L,6416197.065,2070190.184
Z,7,6305721.846,1857836.916
Z,7,6253397.509,1857623.422
Z,7,6339774.585,2022159.8
Z,7,6337630.201,2021426.152
5,L,6388947.427,2073938.528
5,L,6342874.225,1844866.419
Z,7,6315274.032,2032134.502
4,5,6263439.486,1962293.073
5,L,6336650.198,1851469.292
5,L,6539216.397,1835243.436
5,L,6336375.367,1839436.781
M,M,6239227.913,2062969.506
5,L,6231151.312,2014746.241
A,A,6274364.847,1932933.775
A,A,6273746.158,1932757.16
5,L,6290792.678,1995847.678
4,C,6299379.999,1787944.787
5,L,6299379.999,1788114.798
A,A,6274650.763,1933330.102
A,A,6274762.353,1932765.383
A,A,6274605.095,1932565.378
M,M,6208692.138,2035304.895
Z,7,6311037.012,1790293.925
Z,7,6311252.085,1789745.469
P,P,6297954.242,1848727.724
M,M,6218904.255,2053607.039
M,M,6237626.638,2064610.128
M,M,6239729.725,2062795.215
M,M,6239553.279,2062641.894
M,M,6298830.0,1787661.5
M,M,6299220.744,1787398.751
P,P,6297761.933,1848586.447
P,P,6297651.682,1848497.239
P,P,6297588.137,1848424.146
5,L,6474876.094,1879614.641
Z,7,6275855.709,1921504.537
Z,7,6281082.792,1941069.653
Z,7,6256654.557,1904935.058
Z,7,6261163.594,1902627.195
5,L,6299382.998,1788365.74
5,L,6335697.529,1862500.691
Z,7,6310685.146,1904480.643
Z,7,6274250.283,1923842.112
5,U,6386446.413,1997327.42
Z,7,6286422.072,2006709.97
Z,7,6280038.538,1967540.46
2,6,6606470.687,1867296.555
Z,7,6415405.835,2012421.527
7,7,6441512.997,1812069.004
Z,7,6376950.596,1883655.946
7,7,6378940.017,1873395.671
P,P,6376699.629,1961662.323
Z,7,6299278.0,1910156.007
5,L,6286180.178,2067404.575
5,L,6290196.922,2001051.777
5,L,6287851.496,2003951.674
Z,7,6346257.118,2050714.41
Z,7,6291407.219,1923256.35
5,L,6298854.992,1977832.0
5,L,6273454.106,1991186.962
5,L,6307788.167,1844688.825
Z,7,6283057.626,2094036.695
5,L,6229905.956,2013477.689
5,L,6229724.448,2013416.981
P,P,6377474.68,1960988.278
7,7,6261648.409,1897013.055
P,P,6462938.338,1890575.954
Z,7,6375274.378,1883657.712
5,L,6289674.925,2095045.374
Z,7,6253241.637,1988995.259
Z,7,6292340.089,2045588.439
Z,7,6291457.284,2045372.694
Z,U,6292802.616,2045958.676
Z,U,6293369.183,2046105.587
Z,7,6308145.989,1944091.148
Z,7,6294246.808,2094804.532
Z,7,6294564.789,2093988.117
5,L,6277639.89,1998357.999
M,M,6216780.209,2028846.413
M,M,6210812.885,2024243.405
M,M,6210243.857,2027669.828
M,M,6210811.368,2027036.331
5,L,6525594.067,1799222.035
5,L,6267460.191,1995835.484
P,P,6274399.989,1863762.022
Z,7,6322195.657,1891327.591
Z,7,6275889.998,1974173.496
6,U,6397215.407,1857100.683
5,L,6279466.0,2000569.995
Z,U,6459859.338,1909058.53
Z,U,6382507.841,1784132.97
Z,U,6411219.001,1788306.816
M,M,6160836.849,2086887.517
M,M,6158826.772,2086616.157
5,L,6286466.755,2066746.612
Z,U,6377339.988,1883404.43
Z,U,6232629.953,2101845.704
Z,7,6321765.535,1888642.034
Z,7,6322201.552,1888511.493
Z,U,6390350.044,1817380.246
Z,U,6388410.214,1815838.976
4,2,6304761.522,1797249.135
Z,U,6381893.628,1832169.315
5,L,6339340.568,1843039.183
5,L,6339220.89,1843503.728
5,L,6484272.196,1947185.306
M,M,6158774.232,2086461.082
Z,7,6303865.386,1940308.621
5,L,6357254.782,2078194.737
Z,7,6318122.242,1976656.575
5,L,6327819.799,1811785.998
5,L,6317128.462,1796341.07
6,U,6346284.155,2013844.254
5,L,6319381.573,1789049.248
Z,7,6311537.977,1789924.296
5,L,6270054.849,1945153.282
5,L,6270120.12,1944697.146
M,M,6217145.651,2025042.194
M,M,6203869.667,2040742.262
M,M,6210578.069,2026028.977
Z,7,6258188.539,1896541.325
M,M,6227843.009,2056515.744
Z,7,6289193.856,1882293.838
A,A,6273925.427,1932921.783
Z,7,6274591.348,1931186.674
Z,7,6259534.763,1902602.239
Z,7,6308659.996,1862851.854
Z,7,6310952.73,1862025.039
Z,7,6290910.193,1923278.792
Z,7,6289840.041,1923043.978
Z,7,6288984.391,1922990.697
5,U,6422909.306,1902382.21
Z,7,6290431.44,2045568.839
M,M,6235960.561,2055957.148
5,L,6427218.272,1914592.215
5,U,6422857.164,1909403.665
7,7,6282394.137,2064054.531
M,M,6178922.172,2090729.428
M,M,6178803.959,2087624.846
M,M,6158413.588,2091237.654
Z,7,6258844.966,1899495.07
M,M,6157045.682,2089739.888
7,7,6261562.243,1898782.747
Z,7,6258151.481,1903874.516
5,L,6301456.609,1973290.806
P,P,6301873.131,1980707.392
M,M,6159093.203,2090437.172
Z,7,6296968.2,1949008.589
7,7,6275612.947,1868190.496
3,4,6300947.349,1862212.547
5,L,6308063.819,1852839.55
Z,7,6256927.193,1921485.277
5,L,6384166.697,1979007.903
H,7,6294745.584,1911527.289
Z,7,6259052.798,1899497.457
Z,7,6257818.565,1899066.46
Z,7,6257456.267,1904582.933
Z,U,6392463.127,1918600.157
M,M,6219489.446,2041039.743
Z,7,6274621.302,1924099.252
Z,7,6270983.435,1846652.596
Z,7,6270607.515,1974213.25
H,L,6308150.575,1846076.694
H,7,6307931.345,1845791.869
H,L,6308232.015,1845685.217
Z,7,6303788.808,2001972.962
4,2,6293259.0,1850523.0
5,L,6303961.839,1974996.123
